Topic,Subject,Question,Answer
"Variables dummy","Definición de variables dummy","What is the definition of a variable dummy?","This article will show you how to create a dummy variable in Python."
"Xenobot","Definición de xenobot","What is the name of the robot that was created from a living frog embryo?","A robot that has been designed from scratch from a living frog embryo has been unveiled at the European Society for the Study of Reproduction (ESSR) conference in Berlin."
"Xenobot","Historia de xenobot","What is the name of the robot that can swim and talk?","A robot that can swim and talk has been developed in the US."
"Xenobot","Definición de xenobot","What is the definition of xenobot?","Meet the Xenobots, the latest in a long line of living robots."
"Árbol","Definición de árbol","What is the definition of a tree?","A tree is a structure of data that is not empty or null."
"Árbol","Definición de árbol","What is the definition of arbol?","In this article we will talk about the different types of data structures and how they can be used in the web."
"Árbol","Definición de árbol","What is the definition of a tree?","In this course we will be learning how to use a tree in a variety of ways."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of the Merkle tree?","The Merkle tree is a distributed ledger system that can be used to store, manage, and retrieve large amounts of data."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of a Merkle hash tree?","A Merkle hash tree is a tree of data structures, binary or otherwise, with the labels or values of its child nodes."
"Árbol de decisión","Definición de árbol de decisión","What is the name of the tree?","The tree is a very important part of any learning process."
"Árbol de decisión","Definición de árbol de decisión","What is the name of the prediction model used in artificial intelligence?","A decision tree is a prediction model used in many fields including artificial intelligence, economics and computer science."
